Customer ID,Order ID,Order Date,Sales Amount,Category,Region
CUST-0160,ORD-2025542,2023-01-09,429.47,Electronics,South
CUST-0149,ORD-2024905,2023-01-09,40.36,Beauty,Central
CUST-0503,ORD-2026385,2023-01-09,117.52,Beauty,South
CUST-0028,ORD-2025402,2023-01-09,213.16,Fashion,South
CUST-0686,ORD-2024281,2023-01-09,51.4,Groceries,Central
CUST-0085,ORD-2023494,2023-01-10,60.9,Fashion,East
CUST-0611,ORD-2024317,2023-01-10,56.21,Beauty,North
CUST-0294,ORD-2026131,2023-01-10,81.62,Fashion,South
CUST-0218,ORD-2024195,2023-01-10,87.76,Fashion,Central
CUST-0516,ORD-2025580,2023-01-11,309.06,Electronics,East
CUST-0385,ORD-2025515,2023-01-11,182.21,Electronics,East
CUST-0554,ORD-2026145,2023-01-11,134.84,Home & Living,West
CUST-0124,ORD-2023247,2023-01-12,333.54,Electronics,South
CUST-0637,ORD-2025750,2023-01-12,126.5,Fashion,West
CUST-0114,ORD-2026199,2023-01-12,393.81,Electronics,North
CUST-0437,ORD-2023066,2023-01-12,205.12,Home & Living,West
CUST-0139,ORD-2024203,2023-01-12,42.56,Groceries,South
CUST-0150,ORD-2023841,2023-01-13,96.81,Sports,West
CUST-0890,ORD-2025102,2023-01-13,37.81,Fashion,Central
CUST-0739,ORD-2023478,2023-01-13,149.25,Fashion,Central
CUST-0095,ORD-2024108,2023-01-14,209.38,Electronics,South
CUST-0347,ORD-2023844,2023-01-14,78.42,Fashion,West
CUST-0379,ORD-2024996,2023-01-14,159.38,Fashion,North
CUST-0210,ORD-2025149,2023-01-14,103.32,Beauty,North
CUST-0142,ORD-2025224,2023-01-15,55.33,Groceries,South
CUST-0498,ORD-2024013,2023-01-17,154.42,Sports,Central
CUST-0695,ORD-2025676,2023-01-17,76.75,Beauty,Central
CUST-0254,ORD-2024335,2023-01-17,33.03,Groceries,North
CUST-0069,ORD-2025303,2023-01-17,132.85,Electronics,Central
CUST-0622,ORD-2023511,2023-01-17,46.93,Fashion,East
CUST-0686,ORD-2024368,2023-01-17,85.68,Home & Living,East
CUST-0277,ORD-2025587,2023-01-17,110.27,Home & Living,North
CUST-0121,ORD-2024813,2023-01-17,97.19,Beauty,North
CUST-0898,ORD-2025927,2023-01-18,109.73,Home & Living,South
CUST-0765,ORD-2025637,2023-01-18,532.19,Electronics,West
CUST-0555,ORD-2024459,2023-01-18,70.62,Sports,South
CUST-0643,ORD-2023437,2023-01-18,83.75,Beauty,Central
CUST-0720,ORD-2024736,2023-01-18,307.97,Home & Living,Central
CUST-0128,ORD-2024415,2023-01-18,99.43,Home & Living,South
CUST-0164,ORD-2024254,2023-01-18,50.27,Beauty,West
CUST-0452,ORD-2024670,2023-01-19,23.51,Fashion,Central
CUST-0256,ORD-2024700,2023-01-19,211.28,Sports,West
CUST-0612,ORD-2023137,2023-01-19,116.21,Sports,South
CUST-0193,ORD-2023805,2023-01-19,99.48,Fashion,East
CUST-0424,ORD-2023822,2023-01-19,89.02,Fashion,West
CUST-0390,ORD-2025298,2023-01-20,48.3,Groceries,North
CUST-0706,ORD-2025974,2023-01-20,35.86,Groceries,South
CUST-0378,ORD-2024433,2023-01-20,55.06,Fashion,North
CUST-0713,ORD-2025170,2023-01-20,43.67,Home & Living,North
CUST-0212,ORD-2024062,2023-01-20,64.79,Sports,Central
CUST-0237,ORD-2023983,2023-01-20,72.74,Fashion,West
CUST-0777,ORD-2023492,2023-01-20,98.22,Electronics,West
CUST-0186,ORD-2023239,2023-01-21,41.83,Groceries,North
CUST-0867,ORD-2024248,2023-01-21,42.32,Groceries,West
CUST-0425,ORD-2025057,2023-01-21,138.51,Home & Living,East
CUST-0890,ORD-2025134,2023-01-21,97.85,Beauty,South
CUST-0281,ORD-2023694,2023-01-22,37.14,Groceries,West
CUST-0502,ORD-2024078,2023-01-22,147.32,Sports,East
CUST-0479,ORD-2026594,2023-01-22,39.99,Groceries,North
CUST-0668,ORD-2023124,2023-01-22,43.58,Groceries,West
CUST-0674,ORD-2025881,2023-01-23,48.36,Beauty,West
CUST-0630,ORD-2024544,2023-01-23,35.63,Groceries,North
CUST-0256,ORD-2024484,2023-01-23,205.62,Electronics,East
CUST-0727,ORD-2023798,2023-01-24,138.98,Home & Living,South
CUST-0038,ORD-2023374,2023-01-25,286.12,Home & Living,West
CUST-0465,ORD-2023641,2023-01-25,257.07,Fashion,South
CUST-0336,ORD-2023270,2023-01-25,296.46,Sports,East
CUST-0886,ORD-2024578,2023-01-25,227.29,Fashion,Central
CUST-0825,ORD-2026359,2023-01-25,47.83,Groceries,Central
CUST-0502,ORD-2023667,2023-01-25,73.94,Fashion,Central
CUST-0675,ORD-2026313,2023-01-26,30.73,Groceries,North
CUST-0164,ORD-2023893,2023-01-26,84.88,Sports,South
CUST-0159,ORD-2023057,2023-01-26,184.22,Home & Living,South
CUST-0117,ORD-2024011,2023-01-26,49.5,Groceries,Central
CUST-0521,ORD-2023046,2023-01-26,36.21,Electronics,South
CUST-0660,ORD-2025838,2023-01-26,287.07,Home & Living,East
CUST-0493,ORD-2025338,2023-01-26,160.66,Electronics,West
CUST-0227,ORD-2023317,2023-01-27,48.97,Groceries,North
CUST-0180,ORD-2025305,2023-01-27,473.6,Home & Living,North
CUST-0069,ORD-2025334,2023-01-27,136.4,Home & Living,North
CUST-0657,ORD-2024437,2023-01-27,132.69,Fashion,East
CUST-0384,ORD-2023405,2023-01-28,92.39,Fashion,Central
CUST-0537,ORD-2026140,2023-01-28,119.85,Electronics,South
CUST-0653,ORD-2023786,2023-01-28,69.53,Beauty,East
CUST-0371,ORD-2023160,2023-01-29,59.93,Beauty,North
CUST-0620,ORD-2025978,2023-01-29,50.3,Groceries,West
CUST-0675,ORD-2025701,2023-01-29,72.85,Groceries,West
CUST-0679,ORD-2024610,2023-01-29,113.24,Fashion,South
CUST-0080,ORD-2024331,2023-01-30,133.43,Home & Living,South
CUST-0214,ORD-2026190,2023-01-30,61.73,Fashion,Central
CUST-0182,ORD-2025886,2023-01-31,432.51,Electronics,East
CUST-0602,ORD-2025968,2023-01-31,59.68,Beauty,South
CUST-0224,ORD-2023389,2023-01-31,322.5,Home & Living,South
CUST-0722,ORD-2024371,2023-01-31,61.54,Home & Living,East
CUST-0219,ORD-2024873,2023-01-31,128.75,Home & Living,Central
CUST-0881,ORD-2024042,2023-01-31,113.55,Home & Living,North
CUST-0890,ORD-2025688,2023-01-31,63.68,Fashion,Central
CUST-0177,ORD-2025355,2023-01-31,536.03,Electronics,North
CUST-0390,ORD-2025946,2023-01-31,96.27,Home & Living,East
CUST-0213,ORD-2024148,2023-02-01,89.34,Fashion,East
CUST-0500,ORD-2024502,2023-02-01,44.76,Fashion,South
CUST-0440,ORD-2023464,2023-02-01,51.19,Groceries,South
CUST-0881,ORD-2025030,2023-02-01,64.92,Fashion,South
CUST-0730,ORD-2026200,2023-02-01,116.06,Fashion,North
CUST-0623,ORD-2024964,2023-02-02,98.49,Home & Living,North
CUST-0419,ORD-2026561,2023-02-02,61.95,Groceries,West
CUST-0006,ORD-2024584,2023-02-03,53.84,Groceries,East
CUST-0355,ORD-2024728,2023-02-03,49.36,Beauty,South
CUST-0881,ORD-2025376,2023-02-04,45.99,Groceries,North
CUST-0592,ORD-2024941,2023-02-04,41.48,Groceries,West
CUST-0799,ORD-2024209,2023-02-04,42.42,Groceries,South
CUST-0895,ORD-2025791,2023-02-04,252.25,Electronics,East
CUST-0349,ORD-2026461,2023-02-05,268.72,Fashion,West
CUST-0212,ORD-2026109,2023-02-05,102.7,Fashion,West
CUST-0387,ORD-2023964,2023-02-05,63.42,Groceries,South
CUST-0387,ORD-2023287,2023-02-05,45.15,Beauty,North
CUST-0712,ORD-2025285,2023-02-05,207.53,Home & Living,North
CUST-0800,ORD-2024846,2023-02-05,342.94,Home & Living,North
CUST-0425,ORD-2024976,2023-02-06,58.4,Groceries,South
CUST-0330,ORD-2025556,2023-02-06,34.8,Groceries,North
CUST-0406,ORD-2023357,2023-02-06,82.32,Electronics,South
CUST-0121,ORD-2025999,2023-02-07,57.98,Groceries,East
CUST-0002,ORD-2024637,2023-02-07,78.64,Beauty,East
CUST-0134,ORD-2026471,2023-02-07,75.91,Home & Living,North
CUST-0382,ORD-2026512,2023-02-08,300.54,Home & Living,East
CUST-0183,ORD-2025092,2023-02-08,46.42,Home & Living,North
CUST-0438,ORD-2023243,2023-02-08,50.84,Groceries,Central
CUST-0715,ORD-2023917,2023-02-08,285.6,Electronics,North
CUST-0346,ORD-2024644,2023-02-08,71.71,Fashion,Central
CUST-0176,ORD-2024895,2023-02-08,103.92,Electronics,North
CUST-0337,ORD-2024186,2023-02-08,162.03,Electronics,South
CUST-0264,ORD-2024613,2023-02-09,47.57,Groceries,North
CUST-0114,ORD-2025210,2023-02-09,269.83,Electronics,North
CUST-0594,ORD-2024142,2023-02-09,138.76,Fashion,North
CUST-0629,ORD-2025501,2023-02-09,85.65,Beauty,East
CUST-0868,ORD-2024416,2023-02-10,64.05,Beauty,South
CUST-0299,ORD-2023629,2023-02-10,504.98,Electronics,South
CUST-0144,ORD-2026194,2023-02-11,37.86,Home & Living,East
CUST-0559,ORD-2025014,2023-02-11,63.62,Sports,South
CUST-0104,ORD-2024034,2023-02-11,125.17,Electronics,North
CUST-0102,ORD-2025803,2023-02-11,76.42,Fashion,East
CUST-0563,ORD-2024044,2023-02-11,109.34,Fashion,North
CUST-0554,ORD-2024834,2023-02-11,54.86,Beauty,South
CUST-0285,ORD-2026173,2023-02-11,53.1,Groceries,East
CUST-0410,ORD-2026390,2023-02-11,107.95,Sports,East
CUST-0515,ORD-2023885,2023-02-12,200.46,Sports,West
CUST-0397,ORD-2025866,2023-02-12,296.27,Electronics,West
CUST-0256,ORD-2024980,2023-02-12,159.07,Electronics,Central
CUST-0213,ORD-2025665,2023-02-12,157.39,Sports,Central
CUST-0368,ORD-2024012,2023-02-12,135.79,Fashion,South
CUST-0595,ORD-2023042,2023-02-12,25.56,Groceries,East
CUST-0506,ORD-2025581,2023-02-12,21.91,Groceries,East
CUST-0428,ORD-2026073,2023-02-12,70.28,Beauty,West
CUST-0348,ORD-2025990,2023-02-12,44.49,Groceries,North
CUST-0260,ORD-2024796,2023-02-12,125.9,Home & Living,East
CUST-0521,ORD-2023829,2023-02-12,132.83,Electronics,South
CUST-0770,ORD-2025834,2023-02-12,311.58,Fashion,West
CUST-0570,ORD-2023574,2023-02-13,32.78,Groceries,Central
CUST-0095,ORD-2024379,2023-02-13,38.47,Groceries,East
CUST-0710,ORD-2023547,2023-02-14,195.44,Electronics,North
CUST-0798,ORD-2025091,2023-02-14,100.24,Fashion,West
CUST-0183,ORD-2024797,2023-02-14,94.29,Home & Living,East
CUST-0283,ORD-2024112,2023-02-14,57.73,Beauty,Central
CUST-0157,ORD-2023462,2023-02-15,154.35,Sports,Central
CUST-0662,ORD-2023792,2023-02-15,35.15,Groceries,West
CUST-0107,ORD-2024377,2023-02-15,141.0,Beauty,West
CUST-0340,ORD-2024835,2023-02-15,112.52,Fashion,North
CUST-0070,ORD-2026354,2023-02-15,62.36,Groceries,West
CUST-0775,ORD-2023860,2023-02-15,40.32,Beauty,South
CUST-0299,ORD-2024591,2023-02-15,38.06,Groceries,South
CUST-0719,ORD-2023633,2023-02-15,80.61,Fashion,Central
CUST-0349,ORD-2025105,2023-02-15,37.35,Groceries,South
CUST-0399,ORD-2026361,2023-02-16,127.6,Fashion,Central
CUST-0057,ORD-2026282,2023-02-16,42.23,Home & Living,North
CUST-0081,ORD-2025923,2023-02-16,53.02,Groceries,East
CUST-0049,ORD-2023919,2023-02-17,154.21,Sports,South
CUST-0502,ORD-2023337,2023-02-17,31.82,Beauty,Central
CUST-0607,ORD-2025051,2023-02-17,73.55,Sports,North
CUST-0459,ORD-2023866,2023-02-17,44.23,Fashion,North
CUST-0177,ORD-2023092,2023-02-17,45.38,Groceries,South
CUST-0314,ORD-2024481,2023-02-17,81.17,Sports,South
CUST-0589,ORD-2024349,2023-02-18,151.65,Fashion,East
CUST-0023,ORD-2025525,2023-02-18,152.59,Home & Living,East
CUST-0023,ORD-2026175,2023-02-18,80.97,Groceries,West
CUST-0516,ORD-2024815,2023-02-19,120.44,Fashion,Central
CUST-0361,ORD-2023743,2023-02-19,164.76,Electronics,South
CUST-0500,ORD-2023025,2023-02-19,35.38,Groceries,South
CUST-0425,ORD-2023082,2023-02-20,64.02,Fashion,East
CUST-0765,ORD-2023104,2023-02-20,59.84,Beauty,South
CUST-0433,ORD-2023810,2023-02-20,107.96,Home & Living,North
CUST-0185,ORD-2023643,2023-02-20,290.63,Home & Living,East
CUST-0403,ORD-2024606,2023-02-21,423.61,Electronics,North
CUST-0556,ORD-2024202,2023-02-21,43.67,Beauty,Central
CUST-0774,ORD-2025308,2023-02-21,80.19,Fashion,Central
CUST-0709,ORD-2025628,2023-02-21,257.04,Electronics,Central
CUST-0093,ORD-2023302,2023-02-22,302.42,Electronics,Central
CUST-0561,ORD-2024766,2023-02-22,51.04,Fashion,Central
CUST-0172,ORD-2024336,2023-02-22,61.12,Fashion,West
CUST-0462,ORD-2025494,2023-02-23,56.63,Fashion,South
CUST-0798,ORD-2023791,2023-02-23,233.35,Electronics,East
CUST-0319,ORD-2024501,2023-02-24,107.33,Home & Living,Central
CUST-0193,ORD-2024755,2023-02-24,43.43,Beauty,Central
CUST-0660,ORD-2024332,2023-02-25,197.63,Home & Living,West
CUST-0612,ORD-2024069,2023-02-25,135.19,Fashion,North
CUST-0809,ORD-2023549,2023-02-26,179.79,Electronics,South
CUST-0213,ORD-2026357,2023-02-26,44.91,Groceries,West
CUST-0451,ORD-2026219,2023-02-26,94.55,Fashion,North
CUST-0823,ORD-2024623,2023-02-26,42.77,Groceries,West
CUST-0887,ORD-2023407,2023-02-26,156.31,Electronics,North
CUST-0224,ORD-2024178,2023-02-27,38.05,Groceries,South
CUST-0580,ORD-2023655,2023-02-27,106.9,Beauty,West
CUST-0019,ORD-2023183,2023-02-27,82.01,Sports,West
CUST-0290,ORD-2023314,2023-02-27,62.44,Fashion,West
CUST-0526,ORD-2023578,2023-02-27,261.01,Electronics,South
CUST-0114,ORD-2024020,2023-02-28,148.66,Electronics,North
CUST-0491,ORD-2024028,2023-02-28,33.26,Groceries,North
CUST-0675,ORD-2025350,2023-02-28,60.42,Fashion,West
CUST-0514,ORD-2026597,2023-02-28,50.04,Beauty,West
CUST-0797,ORD-2026052,2023-02-28,260.58,Home & Living,West
CUST-0512,ORD-2026051,2023-03-01,32.68,Fashion,West
CUST-0010,ORD-2026450,2023-03-01,44.92,Groceries,East
CUST-0871,ORD-2024925,2023-03-01,149.06,Fashion,East
CUST-0237,ORD-2024972,2023-03-02,30.38,Groceries,North
CUST-0680,ORD-2026400,2023-03-02,147.62,Home & Living,East
CUST-0582,ORD-2025734,2023-03-02,45.63,Beauty,West
CUST-0327,ORD-2024998,2023-03-03,96.02,Home & Living,Central
CUST-0004,ORD-2026323,2023-03-03,124.87,Sports,Central
CUST-0484,ORD-2025867,2023-03-03,430.08,Home & Living,West
CUST-0620,ORD-2026521,2023-03-03,230.56,Electronics,South
CUST-0480,ORD-2025150,2023-03-03,83.13,Groceries,North
CUST-0635,ORD-2024407,2023-03-03,41.61,Groceries,West
CUST-0867,ORD-2023636,2023-03-05,117.48,Electronics,East
CUST-0069,ORD-2026117,2023-03-05,59.51,Groceries,Central
CUST-0069,ORD-2025131,2023-03-06,142.25,Fashion,South
CUST-0010,ORD-2025450,2023-03-07,52.55,Groceries,Central
CUST-0881,ORD-2023202,2023-03-07,54.48,Groceries,East
CUST-0240,ORD-2024022,2023-03-07,105.05,Sports,East
CUST-0775,ORD-2023424,2023-03-08,162.82,Sports,South
CUST-0220,ORD-2025162,2023-03-08,166.08,Fashion,Central
CUST-0316,ORD-2024298,2023-03-08,71.33,Sports,East
CUST-0357,ORD-2025313,2023-03-08,77.25,Fashion,West
CUST-0556,ORD-2025893,2023-03-09,186.14,Electronics,East
CUST-0399,ORD-2025199,2023-03-09,80.33,Electronics,North
CUST-0385,ORD-2025922,2023-03-09,177.68,Sports,North
CUST-0098,ORD-2026394,2023-03-09,375.98,Sports,West
CUST-0196,ORD-2024411,2023-03-09,91.18,Fashion,Central
CUST-0082,ORD-2024150,2023-03-09,155.87,Sports,West
CUST-0861,ORD-2025502,2023-03-09,165.75,Fashion,North
CUST-0720,ORD-2026399,2023-03-10,39.3,Beauty,West
CUST-0057,ORD-2023045,2023-03-10,110.02,Fashion,Central
CUST-0354,ORD-2025842,2023-03-10,81.13,Beauty,South
CUST-0897,ORD-2026517,2023-03-10,105.41,Fashion,Central
CUST-0193,ORD-2024689,2023-03-11,273.36,Electronics,West
CUST-0138,ORD-2023135,2023-03-11,64.92,Beauty,West
CUST-0462,ORD-2025341,2023-03-11,172.16,Sports,West
CUST-0840,ORD-2026289,2023-03-11,128.1,Sports,Central
CUST-0007,ORD-2024067,2023-03-11,216.11,Home & Living,South
CUST-0867,ORD-2025097,2023-03-11,52.59,Beauty,North
CUST-0274,ORD-2024948,2023-03-12,96.5,Fashion,Central
CUST-0062,ORD-2024781,2023-03-12,90.64,Sports,North
CUST-0802,ORD-2024772,2023-03-12,345.03,Electronics,West
CUST-0682,ORD-2023141,2023-03-12,51.71,Beauty,North
CUST-0405,ORD-2024524,2023-03-12,182.42,Sports,South
CUST-0159,ORD-2025090,2023-03-12,194.81,Home & Living,North
CUST-0205,ORD-2023562,2023-03-12,279.47,Electronics,North
CUST-0428,ORD-2024375,2023-03-12,151.94,Sports,West
CUST-0844,ORD-2023769,2023-03-12,255.92,Electronics,East
CUST-0549,ORD-2024989,2023-03-13,217.22,Electronics,South
CUST-0299,ORD-2024222,2023-03-13,279.51,Home & Living,West
CUST-0890,ORD-2023915,2023-03-13,73.01,Sports,East
CUST-0166,ORD-2023543,2023-03-13,174.62,Sports,South
CUST-0771,ORD-2025752,2023-03-13,198.78,Fashion,West
CUST-0627,ORD-2023155,2023-03-14,136.92,Sports,West
CUST-0209,ORD-2026186,2023-03-14,71.56,Fashion,West
CUST-0205,ORD-2025140,2023-03-14,64.45,Beauty,West
CUST-0062,ORD-2024959,2023-03-14,54.32,Beauty,South
CUST-0327,ORD-2024480,2023-03-14,60.82,Beauty,North
CUST-0266,ORD-2026267,2023-03-15,149.64,Home & Living,South
CUST-0800,ORD-2024743,2023-03-15,56.01,Groceries,South
CUST-0130,ORD-2024752,2023-03-15,139.48,Home & Living,South
CUST-0198,ORD-2026192,2023-03-15,79.09,Beauty,East
CUST-0577,ORD-2026459,2023-03-15,317.73,Home & Living,West
CUST-0892,ORD-2023253,2023-03-15,55.5,Groceries,Central
CUST-0378,ORD-2025412,2023-03-16,159.32,Electronics,East
CUST-0149,ORD-2025519,2023-03-16,146.5,Electronics,Central
CUST-0153,ORD-2023486,2023-03-16,95.69,Beauty,Central
CUST-0495,ORD-2026021,2023-03-16,90.35,Fashion,Central
CUST-0709,ORD-2024727,2023-03-17,85.55,Home & Living,West
CUST-0669,ORD-2024826,2023-03-17,135.88,Sports,North
CUST-0032,ORD-2023297,2023-03-17,53.32,Fashion,East
CUST-0143,ORD-2024488,2023-03-17,88.18,Home & Living,North
CUST-0105,ORD-2024668,2023-03-17,39.52,Groceries,North
CUST-0317,ORD-2023921,2023-03-18,77.09,Fashion,North
CUST-0659,ORD-2025672,2023-03-18,281.92,Home & Living,East
CUST-0385,ORD-2023453,2023-03-18,66.67,Beauty,North
CUST-0735,ORD-2024575,2023-03-18,54.49,Groceries,West
CUST-0330,ORD-2025226,2023-03-19,54.37,Groceries,North
CUST-0254,ORD-2025634,2023-03-19,269.7,Home & Living,East
CUST-0210,ORD-2024479,2023-03-19,67.31,Beauty,West
CUST-0141,ORD-2024344,2023-03-19,80.41,Home & Living,Central
CUST-0305,ORD-2026238,2023-03-19,328.35,Electronics,South
CUST-0415,ORD-2024900,2023-03-19,79.76,Home & Living,Central
CUST-0396,ORD-2025442,2023-03-19,54.43,Beauty,North
CUST-0544,ORD-2024760,2023-03-19,267.74,Sports,North
CUST-0185,ORD-2024812,2023-03-19,112.5,Fashion,North
CUST-0364,ORD-2025811,2023-03-19,29.73,Groceries,East
CUST-0124,ORD-2024747,2023-03-19,90.3,Fashion,South
CUST-0440,ORD-2023777,2023-03-20,223.61,Home & Living,South
CUST-0032,ORD-2024496,2023-03-20,58.63,Beauty,Central
CUST-0029,ORD-2023225,2023-03-20,181.38,Fashion,Central
CUST-0826,ORD-2023741,2023-03-20,120.82,Home & Living,West
CUST-0307,ORD-2025855,2023-03-20,40.3,Groceries,West
CUST-0406,ORD-2024060,2023-03-21,173.72,Electronics,North
CUST-0295,ORD-2025368,2023-03-21,129.15,Fashion,West
CUST-0612,ORD-2024773,2023-03-21,202.39,Fashion,East
CUST-0040,ORD-2026545,2023-03-21,62.94,Beauty,South
CUST-0203,ORD-2024165,2023-03-22,61.77,Fashion,West
CUST-0832,ORD-2023965,2023-03-22,72.78,Beauty,West
CUST-0525,ORD-2025077,2023-03-22,187.15,Electronics,South
CUST-0729,ORD-2024788,2023-03-23,283.06,Sports,South
CUST-0425,ORD-2023140,2023-03-23,182.43,Home & Living,East
CUST-0726,ORD-2025052,2023-03-23,34.62,Groceries,West
CUST-0765,ORD-2025772,2023-03-23,65.97,Beauty,East
CUST-0005,ORD-2025920,2023-03-23,56.98,Beauty,North
CUST-0428,ORD-2026108,2023-03-23,56.17,Groceries,North
CUST-0264,ORD-2023224,2023-03-23,122.82,Sports,South
CUST-0521,ORD-2023006,2023-03-24,87.82,Beauty,Central
CUST-0118,ORD-2023739,2023-03-24,139.76,Home & Living,North
CUST-0158,ORD-2025373,2023-03-24,993.4,Electronics,North
CUST-0824,ORD-2026126,2023-03-24,42.79,Beauty,South
CUST-0388,ORD-2025954,2023-03-24,89.89,Groceries,West
CUST-0292,ORD-2024365,2023-03-24,77.11,Groceries,West
CUST-0309,ORD-2024832,2023-03-24,122.03,Sports,East
CUST-0765,ORD-2023000,2023-03-25,32.05,Groceries,West
CUST-0479,ORD-2025297,2023-03-25,63.56,Fashion,South
CUST-0210,ORD-2026103,2023-03-25,214.84,Sports,West
CUST-0887,ORD-2023018,2023-03-25,47.12,Groceries,West
CUST-0137,ORD-2023060,2023-03-25,176.23,Electronics,East
CUST-0128,ORD-2024171,2023-03-25,27.44,Groceries,West
CUST-0538,ORD-2024509,2023-03-26,74.15,Fashion,North
CUST-0172,ORD-2024373,2023-03-26,54.57,Groceries,West
CUST-0431,ORD-2023502,2023-03-27,244.96,Home & Living,South
CUST-0499,ORD-2023961,2023-03-27,416.17,Electronics,North
CUST-0074,ORD-2024580,2023-03-27,140.32,Electronics,West
CUST-0319,ORD-2026576,2023-03-28,110.82,Fashion,South
CUST-0126,ORD-2026372,2023-03-28,276.8,Sports,West
CUST-0242,ORD-2023650,2023-03-28,79.05,Home & Living,South
CUST-0256,ORD-2023435,2023-03-28,305.0,Electronics,Central
CUST-0112,ORD-2023926,2023-03-28,94.15,Sports,South
CUST-0471,ORD-2024571,2023-03-28,203.45,Home & Living,West
CUST-0373,ORD-2024803,2023-03-28,65.13,Groceries,West
CUST-0436,ORD-2025124,2023-03-28,153.49,Electronics,Central
CUST-0141,ORD-2026408,2023-03-28,36.63,Groceries,North
CUST-0178,ORD-2024043,2023-03-28,221.03,Home & Living,Central
CUST-0784,ORD-2025383,2023-03-28,200.6,Sports,South
CUST-0038,ORD-2024498,2023-03-29,442.84,Electronics,Central
CUST-0127,ORD-2023479,2023-03-29,108.78,Fashion,East
CUST-0820,ORD-2023020,2023-03-29,67.87,Beauty,West
CUST-0177,ORD-2023061,2023-03-29,57.73,Groceries,Central
CUST-0732,ORD-2023757,2023-03-29,130.2,Sports,South
CUST-0239,ORD-2023604,2023-03-29,116.4,Sports,Central
CUST-0244,ORD-2025340,2023-03-29,60.76,Beauty,Central
CUST-0394,ORD-2024626,2023-03-30,135.81,Sports,East
CUST-0055,ORD-2023968,2023-03-30,72.83,Beauty,South
CUST-0286,ORD-2025011,2023-03-30,199.24,Electronics,South
CUST-0292,ORD-2026290,2023-03-30,170.35,Home & Living,West
CUST-0127,ORD-2024536,2023-03-30,160.08,Electronics,North
CUST-0606,ORD-2026439,2023-03-31,300.41,Fashion,West
CUST-0598,ORD-2023062,2023-03-31,193.95,Electronics,North
CUST-0081,ORD-2025809,2023-03-31,42.91,Groceries,West
CUST-0677,ORD-2023534,2023-03-31,70.85,Groceries,West
CUST-0536,ORD-2025101,2023-04-01,45.9,Groceries,North
CUST-0446,ORD-2024748,2023-04-01,226.72,Electronics,East
CUST-0682,ORD-2026344,2023-04-01,231.62,Electronics,North
CUST-0037,ORD-2026363,2023-04-01,266.21,Sports,North
CUST-0213,ORD-2023951,2023-04-01,199.87,Sports,North
CUST-0029,ORD-2025292,2023-04-01,225.64,Home & Living,West
CUST-0124,ORD-2023204,2023-04-02,210.31,Electronics,South
CUST-0297,ORD-2023143,2023-04-02,162.05,Home & Living,South
